time,signal
0.0,0.0
0.001,0.06296296523022886
0.002,0.12601890403114618
0.003,0.18890863087124357
0.004,0.25136667987753875
0.005,0.31312236774401403
0.006,0.37390093190206636
0.007,0.4334247411899544
0.008,0.491414575637704
0.009000000000000001,0.5475909713469089
0.01,0.6016756257948523
0.011,0.6533928582333219
0.012,0.7024711191886217
0.013000000000000001,0.7486445424052592
0.014,0.7916545319165568
0.015,0.8312513762762952
0.016,0.8671958813520736
0.017,0.8992610124692354
0.018000000000000002,0.9272335361101363
0.019,0.9509156508235926
0.02,0.9701265964901059
0.021,0.9847042306266461
0.022,0.9945065600071913
0.023,0.9994132155287272
0.024,0.9993268579738668
0.025,0.9941745021174282
0.026000000000000002,0.9839087465018537
0.027,0.9685088961717011
0.028,0.9479819657167468
0.029,0.9223635501322973
0.03,0.891718551269484
0.031,0.8561417480224399
0.032,0.8157581988875793
0.033,0.7707234661362419
0.034,0.7212236515685235
0.035,0.6674752346650843
0.036000000000000004,0.609724704926071
0.037,0.5482479812819905
0.038,0.4833496126791978
0.039,0.4153617552804001
0.04,0.34464292317451706
0.041,0.2715765110556351
0.042,0.19656908900135525
0.043000000000000003,0.12004847124895661
0.044,0.042461562724453714
0.045,-0.03572801098567509
0.046,-0.11404248252951157
0.047,-0.19199272080739427
0.048,-0.26908119627676125
0.049,-0.3448051195954558
0.05,-0.41865973753742775
0.051000000000000004,-0.4901417680119057
0.052000000000000005,-0.5587529539487058
0.053,-0.6240037137993487
0.054,-0.685416864467889
0.055,-0.7425313906495011
0.056,-0.7949062328420383
0.057,-0.8421240647296204
0.058,-0.8837950292415284
0.059000000000000004,-0.9195604013879974
0.06,-0.9490961449902944
0.061,-0.97211632967854
0.062,-0.9883763740490924
0.063,-0.9976760806747295
0.064,-0.9998624287647555
0.065,-0.9948320906961663
0.066,-0.9825336393966507
0.067,-0.9629694146687354
0.068,-0.9361970180122475
0.069,-0.9023304073370068
0.07,-0.8615405651634742
0.07100000000000001,-0.814055716486629
0.07200000000000001,-0.7601610754244044
0.073,-0.7001981030793916
0.074,-0.6345632626996097
0.075,-0.5637062622150171
0.076,-0.48812777853047995
0.077,-0.4083766625478888
0.078,-0.32504662873999307
0.079,-0.23877243817161162
0.08,-0.1502255891207568
0.081,-0.06010953484891717
0.082,0.030845546441955248
0.083,0.12188839890084369
0.084,0.21225271749231245
0.085,0.30116351612573705
0.08600000000000001,0.387843788646433
0.08700000000000001,0.4715214107963574
0.088,0.551436226433787
0.089,0.6268472568226423
0.09,0.6970399677313075
0.091,0.7613335254864085
0.092,0.8190879700759035
0.093,0.8697112309533565
0.094,0.9126659094233167
0.095,0.9474757504448217
0.096,0.9737317264293257
0.097,0.991097656178607
0.098,0.9993152835480212
0.099,0.9982087427638973
0.1,0.9876883405951377
0.101,0.9677535897929046
0.10200000000000001,0.9384954333728749
0.10300000000000001,0.9000976054150885
0.10400000000000001,0.8528370810781254
0.105,0.7970835764362082
0.106,0.7332980675059305
0.107,0.662030307376731
0.108,0.5839153306257029
0.109,0.4996689450996978
0.11,0.41008222258928834
0.111,0.3160150117913599
0.112,0.2183885091387861
0.113,0.11817693543474697
0.114,0.01639837862347711
0.115,-0.0858951246927858
0.116,-0.18762818437795908
0.117,-0.28771323235150426
0.11800000000000001,-0.3850621715128865
0.11900000000000001,-0.4785983806962864
0.12,-0.567268949126756
0.121,-0.6500570057443611
0.122,-0.7259940019410352
0.123,-0.7941718008724438
0.124,-0.8537544227103525
0.125,-0.903989293123443
0.126,-0.9442178420348479
0.127,-0.9738853014029272
0.128,-0.9925495544883971
0.129,-0.9998888948625376
0.13,-0.9957085613100801
0.131,-0.9799459247911161
0.132,-0.9526742157248899
0.133,-0.91410469399005
0.134,-0.8645871801147433
0.135,-0.8046088840374919
0.136,-0.7347914874052945
0.137,-0.655886456455504
0.138,-0.568768584887985
0.139,-0.47442778952835735
0.14,-0.37395920573780017
