time,signal
0.0,0.0
0.001,0.42444058716259125
0.002,0.8051638691149208
0.003,1.105421082075805
0.004,1.3010776395138384
0.005,1.3838834764831844
0.006,1.3617995011162611
0.007,1.2564064051157837
0.008,1.0980028293682718
0.009000000000000001,0.9194452067355193
0.01,0.75
0.011,0.6104282123605722
0.012,0.5102175770757985
0.013000000000000001,0.44738941074083594
0.014,0.4107429848211075
0.015,0.38388347648318444
0.016,0.35002112321868484
0.017,0.29640408770085735
0.018000000000000002,0.21737861682244772
0.019,0.11542359278764412
0.02,9.184850993605148e-17
0.021,-0.11542359278764398
0.022,-0.21737861682244763
0.023,-0.2964040877008574
0.024,-0.35002112321868495
0.025,-0.3838834764831845
0.026000000000000002,-0.4107429848211083
0.027,-0.4473894107408366
0.028,-0.5102175770757986
0.029,-0.6104282123605718
0.03,-0.7499999999999998
0.031,-0.9194452067355191
0.032,-1.0980028293682718
0.033,-1.2564064051157842
0.034,-1.3617995011162611
0.035,-1.383883476483184
0.036000000000000004,-1.3010776395138377
0.037,-1.1054210820758053
0.038,-0.8051638691149215
0.039,-0.4244405871625917
0.04,-6.735557395310443e-16
0.041,0.42444058716259214
0.042,0.805163869114922
0.043000000000000003,1.105421082075806
0.044,1.3010776395138381
0.045,1.3838834764831847
0.046,1.3617995011162616
0.047,1.256406405115784
0.048,1.0980028293682718
0.049,0.9194452067355191
0.05,0.7499999999999994
0.051000000000000004,0.6104282123605714
0.052000000000000005,0.510217577075797
0.053,0.4473894107408353
0.054,0.41074298482110705
0.055,0.383883476483184
0.056,0.35002112321868484
0.057,0.2964040877008574
0.058,0.2173786168224477
0.059000000000000004,0.11542359278764389
0.06,2.755455298081545e-16
0.061,-0.11542359278764341
0.062,-0.21737861682244725
0.063,-0.2964040877008577
0.064,-0.3500211232186846
0.065,-0.38388347648318516
0.066,-0.4107429848211086
0.067,-0.44738941074083705
0.068,-0.5102175770757997
0.069,-0.6104282123605728
0.07,-0.7500000000000013
0.07100000000000001,-0.9194452067355201
0.07200000000000001,-1.0980028293682722
0.073,-1.2564064051157824
0.074,-1.3617995011162605
0.075,-1.383883476483184
0.076,-1.3010776395138384
0.077,-1.1054210820758044
0.078,-0.8051638691149217
0.079,-0.4244405871625914
0.08,-1.3471114790620886e-15
0.081,0.4244405871625923
0.082,0.8051638691149225
0.083,1.1054210820758055
0.084,1.3010776395138395
0.085,1.3838834764831853
0.08600000000000001,1.3617995011162614
0.08700000000000001,1.2564064051157828
0.088,1.0980028293682724
0.089,0.9194452067355213
0.09,0.7500000000000004
0.091,0.6104282123605715
0.092,0.5102175770757983
0.093,0.44738941074083544
0.094,0.41074298482110805
0.095,0.38388347648318344
0.096,0.35002112321868395
0.097,0.29640408770085735
0.098,0.21737861682244805
0.099,0.11542359278764405
0.1,-4.289358700198678e-16
0.101,-0.11542359278764326
0.10200000000000001,-0.21737861682244783
0.10300000000000001,-0.29640408770085824
0.10400000000000001,-0.3500211232186863
0.105,-0.38388347648318566
0.106,-0.41074298482110944
0.107,-0.44738941074083505
0.108,-0.5102175770757991
0.109,-0.6104282123605727
0.11,-0.7500000000000011
0.111,-0.9194452067355205
0.112,-1.098002829368271
0.113,-1.256406405115784
0.114,-1.3617995011162598
0.115,-1.3838834764831829
0.116,-1.301077639513839
0.117,-1.1054210820758048
0.11800000000000001,-0.805163869114919
0.11900000000000001,-0.424440587162587
0.12,-2.0206672185931327e-15
0.121,0.42444058716259014
0.122,0.8051638691149221
0.123,1.1054210820758024
0.124,1.301077639513838
0.125,1.3838834764831849
0.126,1.3617995011162616
0.127,1.2564064051157848
0.128,1.0980028293682726
0.129,0.9194452067355194
0.13,0.749999999999999
0.131,0.6104282123605698
0.132,0.510217577075796
0.133,0.4473894107408355
0.134,0.4107429848211065
0.135,0.38388347648318344
0.136,0.3500211232186837
0.137,0.29640408770085747
0.138,0.21737861682244827
0.139,0.11542359278764257
0.14,-2.452388501477648e-16
0.14100000000000001,-0.1154235927876432
0.14200000000000002,-0.21737861682244877
0.14300000000000002,-0.29640408770085813
0.14400000000000002,-0.3500211232186863
0.145,-0.3838834764831857
0.146,-0.41074298482110794
0.147,-0.44738941074083494
0.148,-0.5102175770757991
0.149,-0.6104282123605733
0.15,-0.7500000000000009
0.151,-0.9194452067355173
0.152,-1.0980028293682693
0.153,-1.2564064051157837
0.154,-1.3617995011162596
0.155,-1.3838834764831816
0.156,-1.3010776395138395
0.157,-1.1054210820758053
0.158,-0.8051638691149207
0.159,-0.4244405871625877
0.16,-2.6942229581241772e-15
0.161,0.4244405871625895
0.162,0.8051638691149225
0.163,1.1054210820758072
0.164,1.3010776395138417
0.165,1.3838834764831838
0.166,1.3617995011162616
0.167,1.256406405115785
0.168,1.0980028293682698
0.169,0.9194452067355167
0.17,0.7499999999999992
0.171,0.6104282123605708
0.17200000000000001,0.510217577075796
0.17300000000000001,0.4473894107408319
0.17400000000000002,0.410742984821105
0.17500000000000002,0.38388347648318344
0.176,0.35002112321868506
0.177,0.29640408770085785
0.178,0.2173786168224499
0.179,0.11542359278764446
0.18,1.7148150091245887e-15
0.181,-0.11542359278764132
0.182,-0.21737861682244758
0.183,-0.2964040877008567
0.184,-0.35002112321868506
0.185,-0.3838834764831843
0.186,-0.41074298482110927
0.187,-0.4473894107408404
0.188,-0.5102175770757973
0.189,-0.6104282123605722
0.19,-0.7500000000000007
0.191,-0.9194452067355208
0.192,-1.0980028293682724
0.193,-1.2564064051157817
0.194,-1.3617995011162614
0.195,-1.383883476483183
0.196,-1.301077639513835
0.197,-1.1054210820758001
0.198,-0.8051638691149201
0.199,-0.4244405871625899
0.2,5.514005499346031e-15
0.201,0.42444058716259725
0.202,0.8051638691149211
0.203,1.1054210820758072
0.20400000000000001,1.3010776395138408
0.20500000000000002,1.3838834764831873
0.20600000000000002,1.361799501116261
0.20700000000000002,1.256406405115783
0.20800000000000002,1.0980028293682698
0.209,0.9194452067355207
0.21,0.7499999999999996
0.211,0.6104282123605702
0.212,0.5102175770757947
0.213,0.4473894107408376
0.214,0.41074298482110977
0.215,0.3838834764831847
0.216,0.3500211232186846
0.217,0.2964040877008577
0.218,0.21737861682244847
0.219,0.11542359278764609
0.22,1.2215518959644115e-16
0.221,-0.11542359278764287
0.222,-0.2173786168224469
0.223,-0.29640408770085686
0.224,-0.3500211232186844
0.225,-0.38388347648318555
0.226,-0.4107429848211076
0.227,-0.4473894107408386
0.228,-0.5102175770758026
0.229,-0.6104282123605752
0.23,-0.750000000000004
0.231,-0.9194452067355225
0.232,-1.0980028293682718
0.233,-1.2564064051157835
0.234,-1.3617995011162594
0.23500000000000001,-1.383883476483184
0.23600000000000002,-1.301077639513836
0.23700000000000002,-1.1054210820758006
0.23800000000000002,-0.8051638691149134
0.23900000000000002,-0.42444058716258204
0.24,-4.0413344371862654e-15
0.241,0.42444058716258815
0.242,0.8051638691149194
0.243,1.1054210820758066
0.244,1.3010776395138413
0.245,1.3838834764831889
0.246,1.361799501116261
0.247,1.256406405115786
0.248,1.0980028293682749
0.249,0.9194452067355202
0.25,0.7499999999999998
0.251,0.6104282123605695
0.252,0.5102175770757962
0.253,0.4473894107408321
0.254,0.4107429848211018
0.255,0.3838834764831861
0.256,0.3500211232186851
0.257,0.29640408770085813
0.258,0.2173786168224476
0.259,0.11542359278764468
0.26,2.0822090488687945e-15
0.261,-0.11542359278764427
0.262,-0.2173786168224478
0.263,-0.2964040877008587
0.264,-0.3500211232186873
0.265,-0.3838834764831843
0.266,-0.41074298482110916
0.267,-0.44738941074083677
0.268,-0.5102175770758012
0.269,-0.6104282123605759
0.27,-0.7500000000000038
0.271,-0.919445206735523
0.272,-1.0980028293682764
0.273,-1.2564064051157824
0.274,-1.3617995011162611
0.275,-1.3838834764831853
0.276,-1.3010776395138355
0.277,-1.1054210820758008
0.278,-0.8051638691149128
0.279,-0.42444058716258426
0.28,1.1272321377884945e-14
0.281,0.424440587162606
0.28200000000000003,0.8051638691149324
0.28300000000000003,1.105421082075817
0.28400000000000003,1.3010776395138395
0.28500000000000003,1.3838834764831875
0.28600000000000003,1.3617995011162611
0.28700000000000003,1.25640640511578
0.28800000000000003,1.0980028293682702
0.289,0.9194452067355229
0.29,0.75
0.291,0.6104282123605784
