x,y
0.0,1.3047170797544314
0.05025125628140704,0.08564403446302205
0.10050251256281408,2.0017074772134924
0.15075376884422112,2.3174491385017664
0.20100502512562815,-0.4485226258397661
0.2512562814070352,0.3259611966552698
0.30150753768844224,1.8816092473883907
0.35175879396984927,1.563154392581041
0.4020100502512563,1.9882239681238518
0.45226130653266333,1.2776093387580785
0.5025125628140704,3.1356793818980044
0.5527638190954774,3.159701483167642
0.6030150753768845,2.573568386003427
0.6532663316582915,3.7604070361137616
0.7035175879396985,3.2263033121012916
0.7537688442211056,2.0251296476695257
0.8040201005025126,3.3788010353387805
0.8542713567839196,2.1767957911308002
0.9045226130653267,4.13975683397059
0.9547738693467337,3.3370087623805813
1.0050251256281408,3.3277004505250916
1.0552763819095479,2.957261410369928
1.105527638190955,4.986360434151417
1.155778894472362,3.7349177541121024
1.206030150753769,3.5867475547213146
1.256281407035176,3.7885699670997104
1.306532663316583,4.798640843844806
1.35678391959799,4.757403863359054
1.407035175879397,4.93032055129448
1.4572864321608041,5.074037083409893
1.5075376884422111,6.91049182197599
1.5577889447236182,4.48805734542443
1.6080402010050252,4.507857773441026
1.6582914572864322,4.331955914968203
1.7085427135678393,5.887336206495094
1.7587939698492463,6.525957217344008
1.8090452261306533,5.408665607671758
1.8592964824120604,4.808084729067623
1.9095477386934674,4.949388131042429
1.9597989949748744,6.550090275261887
2.0100502512562817,6.768379799344146
2.0603015075376887,6.693908037149417
2.1105527638190957,5.610872202259045
2.1608040201005028,6.634171373317977
2.21105527638191,6.644324000095502
2.261306532663317,6.871954928387305
2.311557788944724,7.65032325031
2.361809045226131,7.12811816184001
2.412060301507538,7.709064316840739
2.462311557788945,7.223357963961254
2.512562814070352,7.570526433865864
2.562814070351759,8.038323401717939
2.613065326633166,6.075507496727249
2.663316582914573,7.3386202409291315
2.71356783919598,7.313546943697155
2.763819095477387,7.270669890450126
2.814070351758794,7.760033628170301
2.864321608040201,9.655745331334899
2.9145728643216082,7.420601045110777
2.9648241206030153,9.380338656099019
3.0150753768844223,6.854818670595252
3.0653266331658293,8.328431552928798
3.1155778894472363,8.951697788723097
3.1658291457286434,9.500795195680888
3.2160804020100504,9.751427584817982
3.2663316582914574,9.95917638092857
3.3165829145728645,8.942732214183723
3.3668341708542715,8.954733634471111
3.4170854271356785,10.400689449096351
3.4673366834170856,9.477037383661099
3.5175879396984926,8.51828352590831
3.5678391959798996,8.786310775946268
3.6180904522613067,9.125773844651656
3.6683417085427137,10.668015015410548
3.7185929648241207,10.438908148130867
3.7688442211055277,11.112595906831586
3.819095477386935,10.120486047130804
3.869346733668342,10.831906525247568
3.919597989949749,11.424585368841708
3.969849246231156,10.615276575857651
4.020100502512563,11.507026493838818
4.07035175879397,10.513953455918275
4.120603015075377,10.938453691123373
4.170854271356784,11.045397784393632
4.2211055276381915,10.356924173506439
4.2713567839195985,12.165364440584579
4.3216080402010055,11.33461776029979
4.371859296482413,11.942142359933719
4.42211055276382,12.536023040815458
4.472361809045227,12.62743569864301
4.522613065326634,12.971917772289371
4.572864321608041,12.333675319510679
4.623115577889448,12.134490632679466
4.673366834170855,12.603698874520738
4.723618090452262,11.121710792172625
4.773869346733669,11.487560894411084
4.824120603015076,11.737601895183287
4.874371859296483,12.188682820639725
4.92462311557789,13.711332015668162
4.974874371859297,12.531706874288181
5.025125628140704,13.18465151631237
5.075376884422111,14.987670508841344
5.125628140703518,13.45780638069737
5.175879396984925,14.6772140609294
5.226130653266332,13.131708953155952
5.276381909547739,13.985517216001718
5.326633165829146,13.366560859662284
5.376884422110553,14.10317797937582
5.42713567839196,15.408147333437295
5.477386934673367,12.96614691349107
5.527638190954774,15.253519120932793
5.577889447236181,15.18245922042273
5.628140703517588,14.476201803097176
5.678391959798995,13.749922045109033
5.728643216080402,15.393737547914876
5.778894472361809,14.917743471840721
5.8291457286432165,15.805540532962745
5.8793969849246235,15.720344607835003
5.9296482412060305,17.425899494335994
5.9798994974874375,15.71039311624557
6.030150753768845,15.051879391800249
6.080402010050252,16.380280660081944
6.130653266331659,16.54662984980091
6.180904522613066,17.8114488817731
6.231155778894473,17.41300069315076
6.28140703517588,17.06038864708921
6.331658291457287,18.292448619862782
6.381909547738694,15.766010815023883
6.432160804020101,16.440650477300505
6.482412060301508,16.279454209348245
6.532663316582915,16.94184848830152
6.582914572864322,16.080600284604497
6.633165829145729,18.218065519678728
